Dataset Reg ID,Dataset Name,Dataset Description,Dataset Type,Cloud ID,Data Source System,Dataset Layer,Dataset Classification Type,Topic,Topic Category,Business Owner,Technical POC,S3 Bucket/AWS Service,Structured Data,Cloud Database Name,Table Name,File Format,Refresh Type,Refresh Frequency,Dataset Data Retention Period,Attribute Reg ID,Physical Attribute Name,Logical Attribute Name,Technical_metadata_description,Sequence Number,DataType,Length Precision,Scale,Format,Dataset Schema Version,Virtual Folder Name,Profiled Status,Reported Format,Datasource URI,Profiled Attribute Name,Reported Attribute Name,Sequence Field Index,Profiled Data Type,Reported Data Type,Value Count,Min Value,Max Value,Null Count,Density,Date Time Count,Numeric Count,String Count,Boolean Count,Cardinality,Selectivity,Field Level Tag(s),Resource Tag(s),Total Tag Count,Glossary Name,Business Definition,Business Segment,MISMO_Domain_Taxonomy,MISMO_Domain_Business_Concept,ELDM_PrimeBusiness_Concept,MISMO_Attribute_Name
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989705631,orig_dt,orig dt,The date of each individual note.,14,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,orig_dt,orig_dt,14,long,long,9500,360,122022,0,1,0,9500,0,0,59,0.006210526,,,,Loan Origination Date,The date the loan was originated.,Loan Delivery,DEAL/LOAN/TERMS_OF_LOAN,TERMS_OF_LOAN,BC_000_001410,NoteDate
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,frst_pay_dt,frst pay dt,The date of the first scheduled mortgage loan payment to be made by the borrower under the terms of the mortgage loan documents.,15,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,frst_pay_dt,frst_pay_dt,15,long,long,9500,12019,122022,0,1,0,9500,0,0,58,0.006105263,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,loan_age,loan age,"The number of calendar months since the mortgage loan's origination date. For purposes of calculating this data element, origination means the date on which the first full month of interest begins to accrue.",16,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,loan_age,loan_age,16,long,long,9398,-1,32019,102,0.989263158,0,9398,0,0,60,0.006384337,,,,,,,DEAL/LOAN/CLOSING_INFORMATION/CLOSING_INSTRUCTION/CLOSING_INSTRUCTION_DETAIL,CLOSING_INSTRUCTION_DETAIL,BC_000_000203,PropertyTypeDescriptionText
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,rmng_mnth_legal_maturity,rmng mnth legal maturity,The number of calendar months remaining until the mortgage loan is due to be paid in full based on the maturity date as defined in the mortgage documents.,17,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,rmng_mnth_legal_maturity,rmng_mnth_legal_maturity,17,integer,integer,9397,66,480,103,0.989157895,0,9397,0,0,264,0.028094073,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,rmng_mnth_maturity,rmng mnth maturity,"The number of calendar months remaining until the outstanding unpaid principal balance of the mortgage loan amortizes to a zero balance, taking into account any additional prepayments, which could lead to the loan paying off earlier than its maturity date.",18,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,rmng_mnth_maturity,rmng_mnth_maturity,18,integer,integer,9376,7,360,124,0.986947368,0,9376,0,0,290,0.030930034,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,maturity_dt,maturity dt,The month and year in which a mortgage loan is scheduled to be paid in full as defined in the mortgage loan documents.,19,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,maturity_dt,maturity_dt,19,long,long,9397,12036,122052,103,0.989157895,0,9397,0,0,102,0.010854528,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,oltv,oltv,"The ratio, expressed as a percentage, obtained by dividing the amount of the loan at origination by the value of the property.",20,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,oltv,oltv,20,integer,integer,9499,11,97,1,0.999894737,0,9499,0,0,79,0.008316665,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,ocltv,ocltv,"The ratio, expressed as a percentage, obtained by dividing the amount of all known outstanding loans at origination by the value of the property.",21,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,ocltv,ocltv,21,integer,integer,9500,11,102,0,1,0,9500,0,0,83,0.008736842,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,num_brwr,num brwr,The number of individuals obligated to repay the mortgage loan.,22,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,num_brwr,num_brwr,22,integer,integer,9500,1,95,0,1,0,9500,0,0,4,0.000421053,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,dti,dti,The ratio obtained by dividing the total monthly debt expense by the total monthly income of the borrower at the time the loan was originated.,23,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,dti,dti,23,integer,integer,9500,2,50,0,1,0,9500,0,0,41,0.004315789,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,brwr_ocsr,brwr ocsr,"A numerical value used by the financial services industry to evaluate the quality of borrower’s credit. Credit scores are typically based on a proprietary statistical model that is developed for use by credit data repositories. These credit repositories apply the model to borrower credit information to arrive at a credit score. When this term is used by Fannie Mae, it is referring to the ""Classic"" FICO score developed by Fair Isaac Corporation.",24,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,brwr_ocsr,brwr_ocsr,24,integer,integer,9500,42,823,0,1,0,9500,0,0,168,0.017684211,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,co_brwr_ocsr,co brwr ocsr,"A numerical value used by the financial services industry to evaluate the quality of borrower’s credit. Credit scores are typically based on a proprietary statistical model that is developed for use by credit data repositories. These credit repositories apply the model to borrower credit information to arrive at a credit score. When this term is used by Fannie Mae, it is referring to the ""Classic"" FICO score developed by Fair Isaac Corporation.",25,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,co_brwr_ocsr,co_brwr_ocsr,25,integer,integer,4531,631,825,4969,0.476947368,0,4531,0,0,131,0.02891194,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,frst_hb_indicator,frst hb indicator,An indicator that denotes if the borrower or co-borrower qualifies as a first-time homebuyer.,26,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,frst_hb_indicator,frst_hb_indicator,26,STRING,varchar(10),9500,722,Y,0,1,0,0,9500,0,1,0.000105263,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,loan_purpose,loan purpose,An indicator that denotes whether the mortgage loan is either a refinance mortgage or a purchase money mortgage. Purpose may be the purchase of a new property or refinance of an existing lien (with cash out or with no cash out).,27,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,loan_purpose,loan_purpose,27,STRING,varchar(10),9500,C,Y,0,1,0,0,9500,0,4,0.000421053,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989708379,prop_type,prop type,"An indicator that denotes whether the property type secured by the mortgage loan is a condominium, co-operative, planned urban development (PUD), manufactured home, or single-family home.",28,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,prop_type,prop_type,28,STRING,varchar(10),9500,CO,SF,0,1,0,0,9500,0,6,0.000631579,,,,Property Type,"A code indicating the category of the subject property, related to its risk in the score card weighting; such as Manufactured Home.",Loan Delivery,DEAL/LOAN/CLOSING_INFORMATION/CLOSING_INSTRUCTION/CLOSING_INSTRUCTION_DETAIL,CLOSING_INSTRUCTION_DETAIL,BC_000_000203,PropertyTypeDescriptionText
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,num_unit,num unit,"The number of units comprising the related mortgaged property (one, two, three, or four).",29,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,num_unit,num_unit,29,integer,integer,9499,1,4,1,0.999894737,0,9499,0,0,4,0.000421097,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989707353,occ_status,occ status,The classification describing the property occupancy status at the time the loan was originated.,30,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,occ_status,occ_status,30,STRING,varchar(10),9500,1,S,0,1,0,0,9500,0,4,0.000421053,,,,Property Occupancy Status Type,A code indicating the occupancy status of the subject property.,Credit & Collateral Risk,DEAL/SERVICE/INSPECTION_SERVICE/INSPECTION_SERVICE_RESPONSE/PROPERTY/IMPROVEMENT/PROPERTY_UNIT/PROPERTY_UNIT_DETAIL,PROPERTY_UNIT_DETAIL,BC_000_001128,UnitOccupancyType
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,989706017,prop_state,prop state,A two-letter abbreviation indicating the state or territory within which the property securing the mortgage loan is located.,31,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,prop_state,prop_state,31,STRING,varchar(10),9500,AL,WY,0,1,0,0,9500,0,47,0.004947368,,,,Property Standardized Address State Code,"The reformatted (standardized/scrubbed) two-character postal abbreviation code that uniquely identifies a state within the United States of America, the US territories or Canadian Provinces.",Loan Delivery,DEAL/COLLATERAL/SUBJECT_PROPERTY/ADDRESS,ADDRESS,BC_000_000025,StateCode
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,msa,msa,"The numeric Metropolitan Statistical Area Code for the property securing the mortgage loan. MSAs are established by the US Office of Management and Budget. An area usually qualifies as an MSA if it is defined by the Bureau of the Census as an urbanized area and has a population of 50,000 or more in a total metropolitan area of at least 100,000. An MSA may consist of one or more counties.",32,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,msa,msa,32,long,long,9499,0,49740,1,0.999894737,0,9499,0,0,173,0.018212443,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,zip_code,zip code,Limited to the first three digits of the code designated by the U.S. Postal Service where the subject property is located.,33,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,zip_code,zip_code,33,long,long,9500,6,36260,0,1,0,9500,0,0,333,0.035052632,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,mort_ins_per,mort ins per,"The original percentage of mortgage insurance coverage obtained for an insured conventional mortgage loan and used following the occurrence of an event of default to calculate the insurance benefit, as defined by the underlying master primary insurance policy.",34,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,mort_ins_per,mort_ins_per,34,integer,integer,4135,12,844,5365,0.435263158,0,4135,0,0,7,0.001692866,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,amrt_type,amrt type,The classification of the loan as having either a fixed- or an adjustable-interest rate at the time the loan was originated.,35,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,amrt_type,amrt_type,35,STRING,varchar(10),9500,25,FRM,0,1,0,0,9500,0,2,0.000210526,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,prepay_penalty_ind,prepay penalty ind,An indicator that denotes whether the borrower is subject to a penalty for early payment of principal.,36,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,prepay_penalty_ind,prepay_penalty_ind,36,STRING,varchar(10),9500,FRM,N,0,1,0,0,9500,0,2,0.000210526,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,IO_ind,IO ind,An indicator that denotes whether the loan only requires interest payments for a specified period of time beginning with the first payment date.,37,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,IO_ind,IO_ind,37,STRING,varchar(10),9500,N,N,0,1,0,0,9500,0,1,0.000105263,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,IO_int_pay_dt,IO int pay dt,"For interest-only loans, the month and year that the first monthly scheduled fully amortizing principal and interest payment is due.",38,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,IO_int_pay_dt,IO_int_pay_dt,38,STRING,varchar(10),1,N,N,9499,0.000105263,0,0,1,0,1,1,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,amrt_mnths,amrt mnths,"For interest-only loans, the number of months from the current month to the first scheduled principal and interest payment date.",39,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,amrt_mnths,amrt_mnths,39,integer,integer,0,,,9500,0,0,0,0,0,0,0,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,curr_dlq_status,curr dlq status,The number of months the obligor is delinquent as determined by the governing mortgage documents.,40,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,curr_dlq_status,curr_dlq_status,40,STRING,varchar(10),9491,0,34,9,0.999052632,0,9491,0,0,36,0.003793067,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,pay_hist,pay hist,The coded string of values that describes the payment performance of the loan over the most recent 24 months.  The most recent month is located to the right.,41,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,pay_hist,pay_hist,41,STRING,varchar(150),8991,0,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX01,509,0.946421053,0,0,8991,0,623,0.069291514,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,mod_flag,mod flag,An indicator that denotes if the mortgage loan has been modified.,42,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,mod_flag,mod_flag,42,STRING,varchar(10),9397,N,Y,103,0.989157895,0,0,9397,0,2,0.000212834,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,mort_ins_cancel_indicator,mort ins cancel indicator,An indicator that denotes if the mortgage insurance (MI) has been cancelled since origination.,43,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,mort_ins_cancel_indicator,mort_ins_cancel_indicator,43,STRING,varchar(150),0,,,9500,0,0,0,0,0,0,0,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,zb_code,zb code,"A code indicating the reason the loan's balance was reduced to zero or experienced a credit event, if applicable. ",44,ALPHA-NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,zb_code,zb_code,44,integer,integer,102,1,6,9398,0.010736842,0,102,0,0,2,0.019607843,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,zb_effective_date,zb effective date,Date on which the mortgage loan balance was reduced to zero.,45,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,zb_effective_date,zb_effective_date,45,long,long,103,1,122021,9397,0.010842105,0,103,0,0,39,0.378640777,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,removal_upb,removal upb,The unpaid principal balance of the loan at the time of removal.,46,NUMERIC,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,removal_upb,removal_upb,46,"Numeric (22,4)","Numeric (22,4)",103,13780.74,833291.16,9397,0.010842105,0,103,0,0,103,1,,,,,,,,,,
DSET000114,Single-Family Historical Loan Performance,Fannie Mae provides loan performance data on a portion of its single-family mortgage loans to promote better understanding of the credit performance of Fannie Mae mortgage loans.,External,Not applicable,Datadynamics,External Report,External,Fannie Mae  loan performance ,Loan Performance Data,toolika@gmail.com,opeshgoopta@gmail.com,s3-us-east-2,Structured,FannieMae_loan_performance ,fan_loan_perf,CSV,Snapshot,Monthly,For Ever,,repurchase_date,repurchase date,The date on which a Reversed Credit Event Reference Obligation occurs with respect to a loan.,47,DATE,,,,1,Single_Family_S3,Profiled,csv,s3-us-east-2,repurchase_date,repurchase_date,47,Date,Date,1,201303.8,201303.8,9499,0.000105263,0,1,0,0,1,1,,,,,,,,,,
